35993098000100,Z.A. DIGITAL DE SAO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S.A.,ZAD SAO PAULO                           ,AV PRES JUSCELINO KUBITSCHEK,1830, ANDAR 2 BLOCO 3,VILA NOVA CONCEICAO,SÃO PAULO,,Brasil,65002199,,82.99-7-99 /74.90-1-04,,Lucro Real,,,,,,
60537263084912,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR DELPHINO CINTRA - MV,R DR. DELPHINO CINTRA,,,CENTRO,13020-100,,Brasil,2768550,,52.23-1-00,,Lucro Real,,,,,
60537263083606,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CIDADE JD CORPORATE CENTER,AV MAGALHAES DE CASTRO,,,CIDADE JARDIM,05502-001,,Brasil,47898941,,52.23-1-00,,Lucro Real,,,,,
60537263082707,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM NEW WORKER TOWER,AL GRAJAU,,,ALPHAVILLE INDUSTRIAL,06454-050,,Brasil,4777500,,52.23-1-00,,Lucro Real,,,,,
60537263082626,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A., ,R AMALIA DE NORONHA,,,PINHEIROS,05410-010,,Brasil,47616431,,52.23-1-00,,Lucro Real,,,,,
60537263081220,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A., BANCO BBD SILVIO ROMERO,AV BRIGADEIRO FARIA LIMA ,,TERREO,PINHEIROS,01452-002,,Brasil,47501405,,52.23-1-00,,Lucro Real,,,,,
60.537.263/0778-94,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LAZER HOPI HARI,EST ESTRADA MUNICIPAL VINHEDO/ITUPEVA ,,,MOINHO,13280-001,,Brasil,16474,,52.23-1-00,,Lucro Real,,,,,
60537263076650,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP WEST PLAZA,AV ANTARTICA,,,BARRA FUNDA,05003-020,,Brasil,46870822,,52.23-1-00,,Lucro Real,,,,,
60537263075336,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,AERO VIRACOPOS,AER CENTRO EMPRESARIAL VIRACOPOS ,,,PARQUE VIRACOPOS,13052-901,,Brasil,2535017,,52.23-1-00,,Lucro Real,,,,,
60537263076146,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO HSBC URB VL GERTY ,R VISCONDE DE INHAUMA,,,OLIMPICO,09571-390,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263076227,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM SP HEADQUARTERS I,AV DAS NACOES UNIDAS ,,,VILA ALMEIDA,04795-000,,Brasil,46567330,,52.23-1-00,,Lucro Real,,,,,
60537263074879,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NOVA CAMPINAS ,AV JESUINO MARCONDES MACHADO ,,,NOVA CAMPINAS,13092-108,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263074950,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SANTA EDWIRGES ,AV SAO JOSE DOS CAMPOS ,,,JARDIM NOVA EUROPA,13040-145,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263072310,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP IBCC                               ,AV ALCANTARA MACHADO,,,BRAS,03102-002,,Brasil,45852642,,52.23-1-00,,Lucro Real,,,,,
60537263071934,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM HELBOR NORTE SUL,AV JOSE DE SOUSA CAMPOS,,,VILA CAMBUI,13025-320,,Brasil,2477190,,52.23-1-00,,Lucro Real,,,,,
60537263070296,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR GAIVOTA - MV,R REGENTE FEIJO,,,CENTRO,13013-051,,Brasil,2582589,,52.23-1-00,,Lucro Real,,,,,
60537263071004,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,C CONV VERT - MV,R REI SALOMAO,,,JARDIM CONCEICAO,13105-036,,Brasil,2583470,,52.23-1-00,,Lucro Real,,,,,
60537263068208,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED CLINICA BARAO DE ITAPURA - MV,AV BARAO DE ITAPURA,,,BOTAFOGO,13020-431,,Brasil,2583305,,52.23-1-00,,Lucro Real,,,,,
60537263068399,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR METROCAMP 3 - MV,R MAXIMILIANO DE CAMARGO,,,VILA INDUSTRIAL,13035-540,,Brasil,2583291,,52.23-1-00,,Lucro Real,,,,,
60537263068470,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR METROCAMP 1 - MV,R 24 DE MAIO,,,VILA INDUSTRIAL,13035-370,,Brasil,2582538,,52.23-1-00,,Lucro Real,,,,,
60537263068550,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD PRINCESA DOEST - MV ,AV PRINCESA D OESTE,,,JARDIM PROENCA,13026-137,,Brasil,2583283,,52.23-1-00,,Lucro Real,,,,,
60537263068631,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN METROCAMP - MV,R DOUTOR SALES DE OLIVEIRA,,,VILA INDUSTRIAL,13035-270,,Brasil,2583240,,52.23-1-00,,Lucro Real,,,,,
60537263068801,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD RUY RODRIGUES - MV ,AV RUY RODRIGUES,,,JARDIM N C ELISEOS,13060-192,,Brasil,2583224,,52.23-1-00,,Lucro Real,,,,,
60537263069018,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD BARÃO DE ITAPURA - MV ,AV BARAO DE ITAPURA ,,,BOTAFOGO,13020-433,,Brasil,2583208,,52.23-1-00,,Lucro Real,,,,,
60.537.263/0692-80,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM DAHRUJ - MV,AV CORONEL SILVA TELES,,AV JOSE DE SOUZA CAMPOS 1321,CAMBUI,13024-001,,Brasil,2583160,,52.23-1-00,,Lucro Real,,,,,
60537263069360,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV ANA BEATRIZ BIERREMBACH ,,,VILA MIMOSA,13050-060,,Brasil,2583127,,52.23-1-00,,Lucro Real,,,,,
60537263069441,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR MADRE THEODORA - MV,R JOSE GIRALDI CEREBRINO CHRISTOFORO,,,PARQUE RURAL FAZENDA S A,13087-567,,Brasil,2583461,,52.23-1-00,,Lucro Real,,,,,
60537263069522,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP MADRE THEODORA - MV,R JOSE GIRALDI CEREBINO CHRISTOFORO,,,PARQUE RURAL FAZENDA S A,13087-567,,Brasil,2583062,,52.23-1-00,,Lucro Real,,,,,
60537263069794,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED CAMPINAS - MV,R EDILBERTO LUIZ PEREIRA SILVA,,,CIDADE UNIVERSITARIA,13083-190,,Brasil,2582660,,52.23-1-00,,Lucro Real,,,,,
60537263069875,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PALLADIO - MV,R DOUTOR ANTONIO ALVARES LOBO,,,BOTAFOGO,13020-110,,Brasil,2582651,,52.23-1-00,,Lucro Real,,,,,
60537263071268,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP IRMAOS PENTEADO - MV,R BARRETO LEME,,,CENTRO,13010-201,,Brasil,2582597,,52.23-1-00,,Lucro Real,,,,,
60537263070377,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR BENEFICENCIA CAMPINAS - MV,R SEBASTIAO DE SOUZA,,,CENTRO,13013-173,,Brasil,2583356,,52.23-1-00,,Lucro Real,,,,,
60537263070458,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR MATERNIDADE DE CAMPINAS - MV,R JOSE PAULINO,,,VILA ITAPURA,13023-102,,Brasil,2582619,,52.23-1-00,,Lucro Real,,,,,
60537263070539,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CASA CAMPINAS - MV,AV BENJAMIN CONSTANT,,,CENTRO,13010-142,,Brasil,2583348,,52.23-1-00,,Lucro Real,,,,,
60537263070610,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PIAZZA - MV,R JOSE PIRES NETO,,,CAMBUI,13025-170,,Brasil,2583399,,52.23-1-00,,Lucro Real,,,,,
60537263070881,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR METROCAMP 2 - MV,R DOUTOR PEREIRA LIMA,,,VILA INDUSTRIAL,13035-505,,Brasil,2583437,,52.23-1-00,,Lucro Real,,,,,
60537263070962,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR FRANCISCO GLICERIO 735 - MV,AV FRANCISCO GLICERIO,,,CENTRO,13012-000,,Brasil,2583453,,52.23-1-00,,Lucro Real,,,,,
60537263068046,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN COL BENJAMIN CONSTANT,R ECA DE QUEIROZ,,,VIAL MARIANA,04011-030,,Brasil,45546045,,52.23-1-00,,Lucro Real,,,,,
60537263067660,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN SAO JUDAS MOOCA,R TAQUARI ,,,MOOCA,03166-000,,Brasil,45468141,,52.23-1-00,,Lucro Real,,,,,
60537263067589,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN SAO JUDAS BUTANTA,AV DOUTOR VITAL BRASIL ,,ENTR. R. RAUL SADDI,,SP,05503-000,,Brasil,45468109,,52.23-1-00,,Lucro Real,,,,
60537263067821,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD MORUMBI - MV,AV DOUTOR GUILHERME DUMONT VILARES,,,JARDIM LONDRINA,05640-002,,Brasil,45468133,,52.23-1-00,,Lucro Real,,,,,
60537263066930,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM GAMA OFFICES,AV COPACABANA,,,ALPHAVILLE,06472-001,,Brasil,4639759,,52.23-1-00,,Lucro Real,,,,,
60537263066507,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM E-OFFICE DESIGN BERRINI,AV ENGENHEIRO LUIZ CARLOS BERRINI,,,JARDIM EDITH,04571-000,,Brasil,45376166,,52.23-1-00,,Lucro Real,,,,,
60537263066426,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN COL AGOSTINIANO MENDEL,R PADRE ESTEVAO PERNET,,,TATUAPE,03315-000,,Brasil,45268797,,52.23-1-00,,Lucro Real,,,,,
60537263065616,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM HELBOR VILA RICA,AV CONSELHEIRO NEBIAS,,,BOQUEIRAO,11045-002,,Brasil,2504559,,52.23-1-00,,Lucro Real,,,,,
60537263065969,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL LIVE & LODGE BORGES LAGOA,R BORGES LAGOA ,,,VILA CLEMENTINO,04038-033,,Brasil,45005893,,52.23-1-00,,Lucro Real,,,,,
60537263065101,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BONNAIRE BUSINESS,R DOUTOR LUIZ MIGLIANO ,,,JARDIM CABORE,05711-001,,Brasil,44814135,,52.23-1-00,,Lucro Real,,,,,
60537263060061,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R PROFESSOR OTAVIO FERRARI ,,,JARDIM GUEDALA,05605-040,,Brasil,44641907,,52.23-1-00,,Lucro Real,,,,,
60537263065020,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VILMA SONIA,AV SAO LUIS,,,REPUBLICA,01046-000,,Brasil,44696221,,52.23-1-00,,Lucro Real,,,,,
60537263064130,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VERBO DIVINO,R VERBO DIVINO ,,,SANTO AMARO,04719-002,,Brasil,44696213,,52.23-1-00,,Lucro Real,,,,,
60537263064482,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CITY HALL - SHF,R TABAPUA,,,ITAIM BIBI,04533-010,,Brasil,44696507,,52.23-1-00,,Lucro Real,,,,,
60537263064563,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM SUDAMERIS BERRINI,AV ENG LUIZ CARLOS BERRINI ,,,BROOKLIN,04571-932,,Brasil,44696493,,52.23-1-00,,Lucro Real,,,,,
60537263064644,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP H9J - VALLET,R PEIXOTO GOMIDE,,,CERQUEIRA CESAR,01409-001,,Brasil,44696604,,52.23-1-00,,Lucro Real,,,,,
60537263064725,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TORRE JOAO SALEM,AV PAULISTA ,,,BELA VISTA,01311-200,,Brasil,44696574,,52.23-1-00,,Lucro Real,,,,,
60537263063672,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA MORUMBI ,AV PROFESSOR FRANCISCO MORATO ,,,BUTANTA,05513-300,,Brasil,44696531,,52.23-1-00,,Lucro Real,,,,,
60537263062277,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM JK TOWER,R LEOPOLDO COUTO MAGALHAES JR,,,CHACARA ITAIM,04542-000,,Brasil,44701055,,52.23-1-00,,Lucro Real,,,,,
60537263063834,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO ITAU PAULISTA,R FREI CANECA ,,,CONSOLACAO,01307-003,,Brasil,44696345,,52.23-1-00,,Lucro Real,,,,,
60537263063915,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP S LUIS GONZAGA,R MIGUEL OUCHANA,,,JACANA,02276-140,,Brasil,44696329,,52.23-1-00,,Lucro Real,,,,,
60537263063753,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP S LUIZ ITAIM,R DR ALCEU DE CAMPOS RODRIGUES ,,,CHACARA ITAIM,04544-000,,Brasil,44696353,,52.23-1-00,,Lucro Real,,,,,
60537263062943,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN SENAC,AV ENG EUSEBIO STEVAUX,,,JURUBATUBA,04696-000,,Brasil,44696515,,52.23-1-00,,Lucro Real,,,,,
60537263063168,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM EAST SIDE TOWER CANTAGALO,R CANTAGALO,,,TATUAPE,03319-000,,Brasil,44696620,,52.23-1-00,,Lucro Real,,,,,
60537263063249,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN CONVENCAO BATISTA,R MINISTRO DE GODOY ,,,PERDIZES,05015-000,,Brasil,44696370,,52.23-1-00,,Lucro Real,,,,,
60537263063320,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CONCEPT OFFICE,R COMENDADOR MIGUEL CALFAT,,,VILA OLIMPIA,04537-080,,Brasil,44696396,,52.23-1-00,,Lucro Real,,,,,
60537263064806,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD SILVIO ROMERO,R TUIUTI ,,,TATUAPE,03307-005,,Brasil,44696124,,52.23-1-00,,Lucro Real,,,,,
60537263062439,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BARAO DE ITATIAIA,R PE JOAO MANUEL,,,CERQUEIRA CESAR,01411-001,,Brasil,44696434,,52.23-1-00,,Lucro Real,,,,,
60537263055220,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP CHRISTOVAO DA GAMA,AV DOUTOR ERASMO,,,VILA ASSUNCAO,09030-010,,Brasil,207031,,52.23-1-00,,Lucro Real,,,,,
60537263057192,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP S LUIZ MORUMBI,R PROFESSOR OTAVIO FERRARI,,,JARDIM GUEDALA,05605-040,,Brasil,44241380,,52.23-1-00,,Lucro Real,,,,,
60537263055068,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM MEDIC LIFE,AV COPACABANA,,,EMPRESARIAL 18 DO FORTE,06472-001,,Brasil,4615957,,52.23-1-00,,Lucro Real,,,,,
60537263052980,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TEODORO BUSINESS,R TEODORO SAMPAIO ,,,PINHEIROS,05405-000,,Brasil,43327338,,52.23-1-00,,Lucro Real,,,,,
60537263052123,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA ANA ROSA                      ,R DOMINGOS DE MORAIS,,,VILA MARIANA,04010-000,,Brasil,43092241,,52.23-1-00,,Lucro Real,,,,,
60537263051070,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BESP ANGELICA,AV ANGELICA,,,HIGIENOPOLIS,01227-200,,Brasil,43092250,,52.23-1-00,,Lucro Real,,,,,
60537263048100,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL HILTON NACOES UNIDAS - AP,AV DAS NACOES UNIDAS,,,BROOKLIN NOVO,04578-000,,Brasil,42115264,,52.23-1-00,,Lucro Real,,,,,
60537263048444,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM SP TOWER ,AL SANTOS,,,CERQUEIRA CESAR,01419-001,,Brasil,42135354,,52.23-1-00,,Lucro Real,,,,,
60537263047715,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP SALVALUS,R BRESSER,,,MOOCA,03164-160,,Brasil,42104106,,52.23-1-00,,Lucro Real,,,,,
60537263048878,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP DA MULHER - RT,R AMERICA DO SUL,,,PARQUE NOVO ORATORIO,09270-410,,Brasil,204310,,52.23-1-00,,Lucro Real,,,,,
60537263045852,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL TRYP HIGIENOPOLIS - RT,R MARANHAO,,,HIGIENOPOLIS,01240-001,,Brasil,42103819,,52.23-1-00,,Lucro Real,,,,,
60537263042322,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR TURIASSU 2077,R PALESTRA ITALIA,,,PERDIZES,05005-030,,Brasil,41942671,,52.23-1-00,,Lucro Real,,,,,
60537263039453,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BIRMAN 11 E 12 - AP,R ALEXANDRE DUMAS ,,,CHACARA SANTO ANTONIO,04717-004,,Brasil,41604334,,52.23-1-00,,Lucro Real,,,,,
60537263039534,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM CENU - AP,AV DAS NACOES UNIDAS,,,BROOKLIN NOVO,04578-000,,Brasil,41604350,,52.23-1-00,,Lucro Real,,,,,
60537263039291,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM S LUIZ - AP,AV PRES. JUSCELINO KUBITSCHEK,,,VILA NOVA CONCEICAO,04543-010,,Brasil,41604377,,52.23-1-00,,Lucro Real,,,,,
60537263038562,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR R STO AMARO 272 - AP,R SANTO AMARO,,,CENTRO,01315-000,,Brasil,41603753,,52.23-1-00,,Lucro Real,,,,,
60537263038058,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,JURUA          ,R JURUA,,,CANIDE,03029-060,,Brasil,41603869,,52.23-1-00,,Lucro Real,,,,,
60537263038309,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ANTONIO OLIVEIRA ,R HENRI DURANT,,,VILA SAO FRANCISCO,04709-111,,Brasil,41604300,,52.23-1-00,,Lucro Real,,,,,
60537263037752,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR GASOMETRO - AP,R DO GASOMETRO,,,BRAS,03004-001,,Brasil,41603990,,52.23-1-00,,Lucro Real,,,,,
60537263037833,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR CONSELHEIRO BELISARIO - AP,R CONSELHEIRO BELISARIO,,,BRAS,03012-000,,Brasil,41604016,,52.23-1-00,,Lucro Real,,,,,
60537263037329,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BRESSER        ,ROD RAPOSO TAVARES ,,,LAGEADINHO,06709-015,,Brasil,41604202,,52.23-1-00,,Lucro Real,,,,,
60537263037086,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN FAAP - AP,R ALAGOAS ,,,HIGIENOPOLIS,01242-000,,Brasil,41602137,,52.23-1-00,,Lucro Real,,,,,
60537263036438,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR RIO BRANCO 328 - AP,AV RIO BRANCO,,,CAMPOS ELISEOS,01206-000,,Brasil,41602064,,52.23-1-00,,Lucro Real,,,,,
60537263040974,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PAULISTA 500 - AP,AV PAULISTA,,,BELA VISTA,01310-000,,Brasil,41626044,,52.23-1-00,,Lucro Real,,,,,
60537263035709,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD JABAQUARA 1182 - AP,AV JABAQUARA,,,MIRANDOPOLIS,04046-200,,Brasil,41602013,,52.23-1-00,,Lucro Real,,,,,
60537263035890,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BERRINI 1511 - AP,AV ENGENHEIRO LUIS CARLOS BERRINI ,,,CIDADE MONCOES,04571-011,,Brasil,41603745,,52.23-1-00,,Lucro Real,,,,,
60537263040036,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM AMERICA PARK - AP,AV MAJOR SYLVIO DE MAGALHAES PADILHA ,,,MORUMBI,05650-002,,Brasil,41604407,,52.23-1-00,,Lucro Real,,,,,
60537263040389,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD GUARULHOS - AP,R DR. NILO PECANHA,,,CENTRO,07011-040,,Brasil,"5925200_BAIXADA
0051487",,52.23-1-00,,Lucro Real,,,,,
60537263035032,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP GERAL DE PEDREIRA,R JOAO FRANCISCO DE MOURA ,,,VILA CAMPO GRANDE,04455-170,,Brasil,41282167,,52.23-1-00,,Lucro Real,,,,,
60537263034907,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM MADISON,R GOMES DE CARVALHO ,,,VILA OLIMPIA,04547-004,,Brasil,41282230,,52.23-1-00,,Lucro Real,,,,,
60537263034060,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TALENT OFFICE - AMZ,R JOAO CACHOEIRA ,,,VILA NOVA CONCEICAO,04535-001,,Brasil,41041763,,52.23-1-00,,Lucro Real,,,,,
60537263033846,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM LEXINGTON - AMZ,R DOUTOR RENATO PAES DE BARROS,,,ITAIM BIBI,04530-001,,Brasil,41041836,,52.23-1-00,,Lucro Real,,,,,
60537263033765,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM YARA - AMZ,R DOUTOR RENATO PAES DE BARROS ,,,ITAIM BIBI,04530-001,,Brasil,41041852,,52.23-1-00,,Lucro Real,,,,,
60537263033501,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD HEITOR PENTEADO 1833 - AMZ,R HEITOR PENTEADO ,,,SUMAREZINHO,05437-002,,Brasil,41041879,,52.23-1-00,,Lucro Real,,,,,
60537263034222,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP INDAIATUBA,R HUMAITA,,,VILA ALMEIDA,13330-665,,Brasil,1312594,,52.23-1-00,,Lucro Real,,,,,
60537263030235,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR CAMPOS DO JORDAO,AV JOSE MANOEL GONALVES,,,VILA CAPIVARI,12460-000,,Brasil,18725,,52.23-1-00,,Lucro Real,,,,,
60537263031398,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED PMC - PC,R JOAQUIM FLORIANO ,,,ITAIM BIBI,04534-002,,Brasil,40949540,,52.23-1-00,,Lucro Real,,,,,
60537263031479,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM CONTINENTAL SQUARE - PC,R OLIMPIADAS,,,VILA OLIMPIA,04551-000,,Brasil,40949532,,52.23-1-00,,Lucro Real,,,,,
60537263030740,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD AUGUSTA 2938 - PC,R AUGUSTA,,,JARDIM AMERICA,01412-100,,Brasil,40948269,,52.23-1-00,,Lucro Real,,,,,
60537263031711,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO HSBC STO ANDRE CESARIO MOTA - PC,R DOUTOR CESARIO MOTA,,,CENTRO,09010-100,,Brasil,211395,,52.23-1-00,,Lucro Real,,,,,
60537263031630,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO HSBC STO ANDRE ORATORIO - PC,R DO ORATORIO,,,BANGU,09280-550,,Brasil,211392,,52.23-1-00,,Lucro Real,,,,,
60537263029652,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO AVON,R MAJOR QUEDINHO ,,COM ENTR PELA RUA, : ALVARO CARVALHO 341,3550308,SP,01050-030,,Brasil,40798992,,52.23-1-00,,Lucro Real,,,
60537263029571,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,KEIRALLA SARHAN,R LEOPOLDO COUTO DE MAGALHAES JUNIOR,,,ITAIM BIBI,04542-000,,Brasil,40798976,,52.23-1-00,,Lucro Real,,,,,
